,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,label
0,1.1816957441599805,0.029604632236361,0.2772319515217229,0.0165656352498092,0.0070069214678797,0.0191808073083297,838.0072768019527,0.5552696220358755,46.33490708475632,0.7771079216290195,0.9742012729120236,0.4808889225435098,treadmill
1,1.1471491061705172,0.0154521297578094,0.1745882254861074,0.0281309541957849,0.0207226706879687,0.0355725146606356,790.0446620724849,0.400489007616066,19.04660596280214,0.5232243344512497,1.8239881715669484,0.4702835143543069,treadmill
2,1.220113597679213,0.0057048627348529,0.3364039949965531,0.0183469221885208,0.0248028780741908,0.0144365042770004,893.4079438677487,0.3880217489912511,68.02542789057273,0.6130763590573809,3.0073092726557964,0.3626159090032519,treadmill
3,1.1485400929562368,-0.0738503044843757,0.2065175155561161,0.0243987625490166,0.0239578129254047,0.0313216940817907,3011.645274001274,13.75496665328147,99.56389469068571,3.1870780447359244,8.946684586847235,1.7823308010789338,treadmill
4,1.1630248501107967,-0.0637220010224732,0.1470801755140572,0.0298607622211802,0.0224042329441842,0.0613534375563525,2370.0099442194,7.98833586263368,44.46607165417673,2.7150571930609506,6.881694445066676,1.562979647019609,treadmill
5,1.1584929086478972,-0.0689669188494043,0.1737701138053799,0.0287407430617834,0.0244220635135457,0.0659545382063388,3377.4727759631987,13.461879363641298,86.87897470718451,3.570991199669318,10.073521042490746,2.131134419356936,treadmill
6,1.121258349887792,-0.0447291108137077,0.0373103290725604,0.0152233525410293,0.0172402715133216,0.0632049852188156,754.4709908429472,1.3784549626609466,3.228163617051564,0.4543074213935401,1.7294437583072375,0.376988071264922,treadmill
7,1.197703760537729,-0.0333662857331334,0.2377220413882451,0.0165930826025346,0.0114676197712189,0.009837930244014,860.8615017074931,0.7467576898021956,33.96503551509689,0.4679152965150903,0.9304032845999028,0.2185329948018249,treadmill
8,1.1649750911984875,-0.0642785020768009,0.0758689027853659,0.0184186801523405,0.0239837875144582,0.0335473599909096,814.503387287109,2.8235935136020487,4.127784037966634,0.8900558939189991,2.989065287236141,0.3836197480407713,treadmill
9,0.00610313778172,0.5037299053000001,-0.3675791030999999,0.0140018053421991,0.0306193486698444,0.0252929569797016,0.233102793070655,254.6804244619995,135.7534909749047,1.14335722684,7.0697943,2.1631796000000003,treadmill
10,-0.0092139060233488,0.5037290303999999,-0.2961469195,0.0160591513554605,0.03188674728192,0.0409832803834492,0.3425345101224366,254.75868395529287,89.38094757105691,1.2264899424,7.4577537,2.2139427,treadmill
11,-0.01916903991358,0.504155467,-0.2845749358,0.0165460545612909,0.0286885825910621,0.0285927551970609,0.6409502408320943,254.9949466423012,81.79962218968342,1.245321538,6.9265443,2.165482,treadmill
12,-0.0015040974469,0.5097191733,-0.3222518105,0.0133659386523963,0.0284089240614703,0.0204372802439235,0.1807319768733331,260.61989552899945,104.2634941118728,1.28239400739,6.918373700000001,2.1365435,treadmill
13,-0.011469430564561,0.5092799811,-0.3009694769,0.0256749903156879,0.0296733210237919,0.0292956592135191,0.7900937600582464,260.2457246238167,91.44000343856553,1.2544558306,6.9929556,2.0012350000000003,treadmill
14,-0.01952969072647,0.5072887794,-0.2960928093,0.0145055718493223,0.0281252736555763,0.0265451601857938,0.5916100229327441,258.13214569232474,88.37489260292632,1.2499166454,6.806076800000001,2.1360751,treadmill
15,-0.0161227028217,0.5094620339,-0.3108125404,0.0136356185753029,0.028066716524147,0.0298158443045163,0.4456857101140677,260.3385168213952,97.4925308569212,1.1775634094,6.7808071000000005,2.1969612,treadmill
