frame,x,y,z
1,1.1702967882156372,1.5243955850601196,-4.648372650146484
2,1.1683430671691895,1.5218507051467896,-4.6406121253967285
3,1.1663893461227417,1.51930570602417,-4.632852077484131
4,1.1644355058670044,1.5167608261108398,-4.625091552734375
5,1.1624819040298462,1.5142159461975098,-4.617331504821777
6,1.1605281829833984,1.5116710662841797,-4.6095709800720215
7,1.1585743427276611,1.50912606716156,-4.601810932159424
8,1.1566206216812134,1.5065813064575195,-4.594050884246826
9,1.1546669006347656,1.5040364265441895,-4.58629035949707
10,1.1527130603790283,1.5014914274215698,-4.578530311584473
11,1.1507593393325806,1.4989465475082397,-4.570769786834717
12,1.1488056182861328,1.4964016675949097,-4.563009738922119
13,1.1468517780303955,1.4938567876815796,-4.555249214172363
14,1.1448980569839478,1.49131178855896,-4.547489643096924
15,1.1429443359375,1.4887670278549194,-4.539729118347168
16,1.1409906148910522,1.4862220287322998,-4.53196907043457
17,1.1390368938446045,1.4836771488189697,-4.5242085456848145
18,1.1370830535888672,1.48113214969635,-4.516448497772217
19,1.1351293325424194,1.4785873889923096,-4.508687973022461
20,1.1331756114959717,1.47604238986969,-4.5009284019470215
21,1.1312217712402344,1.4734975099563599,-4.493167877197266
22,1.1292680501937866,1.4709526300430298,-4.485407829284668
23,1.1273143291473389,1.4684077501296997,-4.477647304534912
24,1.1253606081008911,1.4658628702163696,-4.4698872566223145
25,1.1234068870544434,1.4633179903030396,-4.462126731872559
26,1.1214531660079956,1.4607731103897095,-4.454366683959961
27,1.1194993257522583,1.4582281112670898,-4.446606636047363
28,1.1175456047058105,1.4556832313537598,-4.438846588134766
29,1.1155918836593628,1.4531383514404297,-4.43108606338501
30,1.1136380434036255,1.4505934715270996,-4.423326015472412
31,1.1116843223571777,1.44804847240448,-4.415565490722656
32,1.1097304821014404,1.4455037117004395,-4.407805442810059
33,1.1077767610549927,1.4429587125778198,-4.400045394897461
34,1.1058231592178345,1.4404138326644897,-4.392284870147705
35,1.1038693189620972,1.4378688335418701,-4.384524822235107
36,1.1019155979156494,1.4353240728378296,-4.376764297485352
37,1.0999618768692017,1.4327791929244995,-4.369004249572754
38,1.0980080366134644,1.4302341938018799,-4.361243724822998
39,1.0960543155670166,1.4276894330978394,-4.3534836769104
40,1.0941005945205688,1.4251444339752197,-4.345723628997803
41,1.0921467542648315,1.4225995540618896,-4.337963581085205
42,1.0901930332183838,1.4200546741485596,-4.330203056335449
43,1.088239312171936,1.4175097942352295,-4.322443008422852
44,1.0862855911254883,1.4149647951126099,-4.314682483673096
45,1.0843318700790405,1.4124199151992798,-4.306922435760498
46,1.0823780298233032,1.4098750352859497,-4.2991623878479
47,1.0804243087768555,1.4073301553726196,-4.291402339935303
48,1.0784705877304077,1.40478515625,-4.283641815185547
49,1.0765167474746704,1.4022403955459595,-4.275881767272949
50,1.0745630264282227,1.3996953964233398,-4.268121242523193
51,1.072609305381775,1.3971505165100098,-4.260361194610596
52,1.0706554651260376,1.3946056365966797,-4.25260066986084
53,1.0687017440795898,1.3920607566833496,-4.2448410987854
54,1.0667481422424316,1.3895158767700195,-4.2370805740356445
55,1.0647943019866943,1.3869708776474,-4.229320526123047
56,1.0628405809402466,1.3844261169433594,-4.221560001373291
57,1.0608868598937988,1.3818811178207397,-4.213799953460693
58,1.0589330196380615,1.3793362379074097,-4.2060394287109375
59,1.0569792985916138,1.3767913579940796,-4.198279857635498
60,1.055025577545166,1.3742464780807495,-4.190519332885742
61,1.0530717372894287,1.3717014789581299,-4.1827592849731445
62,1.051118016242981,1.3691565990447998,-4.174998760223389
63,1.0491642951965332,1.3666117191314697,-4.167238712310791
64,1.0472105741500854,1.3640668392181396,-4.159478187561035
65,1.0452568531036377,1.3615219593048096,-4.1517181396484375
66,1.0433030128479004,1.3589770793914795,-4.14395809173584
67,1.0413492918014526,1.3564321994781494,-4.136197566986084
68,1.0393955707550049,1.3538872003555298,-4.128437519073486
69,1.0374417304992676,1.3513423204421997,-4.1206769943237305
70,1.0354880094528198,1.3487974405288696,-4.112916946411133
71,1.033534288406372,1.3462525606155396,-4.105156421661377
72,1.0315804481506348,1.34370756149292,-4.0973968505859375
73,1.029626727104187,1.3411626815795898,-4.089636325836182
74,1.0276731252670288,1.3386176824569702,-4.081876277923584
